연번,평일/주말,호선,역변호,출발역,상하구분,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,0:00,0:30,
891,,5,2555,둔촌동,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,,5,2555,둔촌동,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,,5,2556,올림픽공원(한국체대),상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,,5,2556,올림픽공원(한국체대),하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,,5,2557,방이,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,,5,2557,방이,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,,5,2558,오금,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,,5,2558,오금,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,,5,2559,개롱,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,,5,2559,개롱,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,,5,2560,거여,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,,5,2560,거여,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,,5,2561,마천,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,,5,2561,마천,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,,5,2562,강일,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,,5,2562,강일,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,,5,2563,미사,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,,5,2563,미사,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,,5,2564,하남풍산,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,,5,2564,하남풍산,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,,5,2565,하남시청,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,,5,2565,하남시청,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,,5,2566,하남검단산,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,,5,2566,하남검단산,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,,5,9005,강동,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,,6,2611,응암,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,,6,2611,응암,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,,6,2612,역촌,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,,6,2613,불광,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,,6,2614,독바위,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,,6,2615,연신내,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,,6,2616,구산,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,,6,2617,새절,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,,6,2617,새절,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,,6,2618,증산,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,,6,2618,증산,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,,6,2619,디지털미디어시티,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,,6,2619,디지털미디어시티,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,,6,2620,월드컵경기장,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,,6,2620,월드컵경기장,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,,6,2621,마포구청,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,,6,2621,마포구청,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,,6,2622,망원,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,,6,2622,망원,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,,6,2623,합정,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,,6,2623,합정,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,,6,2624,상수,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,,6,2624,상수,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,,6,2625,광흥창,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,,6,2625,광흥창,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,,6,2626,대흥,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,,6,2626,대흥,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,,6,2627,공덕,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,,6,2627,공덕,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,,6,2628,효창공원앞,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,,6,2628,효창공원앞,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,,6,2629,삼각지,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,,6,2629,삼각지,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,,6,2630,녹사평,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,,6,2630,녹사평,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,,6,2631,이태원,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,,6,2631,이태원,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,,6,2632,한강진,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,,6,2632,한강진,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,,6,2633,버티고개,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,,6,2633,버티고개,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,,6,2634,약수,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,,6,2634,약수,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,,6,2635,청구,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,,6,2635,청구,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,,6,2636,신당,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,,6,2636,신당,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,,6,2637,동묘앞,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,,6,2637,동묘앞,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,,6,2638,창신,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,,6,2638,창신,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,,6,2639,보문,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,,6,2639,보문,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,,6,2640,안암,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,,6,2640,안암,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,,6,2641,고려대,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,,6,2641,고려대,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,,6,2642,월곡,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,,6,2642,월곡,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,,6,2643,상월곡,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,,6,2643,상월곡,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,,6,2644,돌곶이,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,,6,2644,돌곶이,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,,6,2645,석계,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,,6,2645,석계,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,,6,2646,태릉입구,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,,6,2646,태릉입구,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,,6,2647,화랑대,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,,6,2647,화랑대,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,,6,2648,봉화산,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,,6,2648,봉화산,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,,6,2649,신내,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,,6,2649,신내,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,,7,2711,장암,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,,7,2711,장암,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,,7,2712,도봉산,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,,7,2712,도봉산,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,,7,2713,수락산,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,,7,2713,수락산,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,,7,2714,마들,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,,7,2714,마들,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,,7,2715,노원,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,,7,2715,노원,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,,7,2716,중계,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,,7,2716,중계,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,,7,2717,하계,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,,7,2717,하계,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,,7,2718,공릉,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,,7,2718,공릉,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,,7,2719,태릉입구,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,,7,2719,태릉입구,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,,7,2720,먹골,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,,7,2720,먹골,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,,7,2721,중화,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,,7,2721,중화,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,,7,2722,상봉,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,,7,2722,상봉,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,,7,2723,면목,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,,7,2723,면목,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,,7,2724,사가정,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,,7,2724,사가정,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,,7,2725,용마산,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,,7,2725,용마산,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,,7,2726,중곡,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,,7,2726,중곡,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,,7,2727,군자,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,,7,2727,군자,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,,7,2728,어린이대공원,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,,7,2728,어린이대공원,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,,7,2729,건대입구,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,,7,2729,건대입구,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,,7,2730,자양(뚝섬한강공원),상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,,7,2730,자양(뚝섬한강공원),하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,,7,2731,청담,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,,7,2731,청담,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,,7,2732,강남구청,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,,7,2732,강남구청,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,,7,2733,학동,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,,7,2733,학동,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,,7,2734,논현,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,,7,2734,논현,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,,7,2735,반포,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,,7,2735,반포,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,,7,2736,고속터미널,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,,7,2736,고속터미널,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,,7,2737,내방,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,,7,2737,내방,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,,7,2738,총신대입구,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,,7,2738,총신대입구,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,,7,2739,남성,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,,7,2739,남성,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,,7,2740,숭실대입구,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,,7,2740,숭실대입구,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,,7,2741,상도,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,,7,2741,상도,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,,7,2742,장승배기,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,,7,2742,장승배기,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,,7,2743,신대방삼거리,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,,7,2743,신대방삼거리,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,,7,2744,보라매,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,,7,2744,보라매,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,,7,2745,신풍,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,,7,2745,신풍,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,,7,2746,대림,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,,7,2746,대림,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,,7,2747,남구로,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,,7,2747,남구로,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,,7,2748,가산디지털단지,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,,7,2748,가산디지털단지,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,,7,2749,철산,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,,7,2749,철산,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,,7,2750,광명사거리,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,,7,2750,광명사거리,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,,7,2751,천왕,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,,7,2751,천왕,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,,7,2752,온수,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,,7,2752,온수,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,,8,2810,암사역사공원,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,,8,2810,암사역사공원,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,,8,2811,암사,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,,8,2811,암사,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,,8,2812,천호,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,,8,2812,천호,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,,8,2813,강동구청,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,,8,2813,강동구청,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,,8,2814,몽촌토성,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,,8,2814,몽촌토성,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,,8,2815,잠실,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,,8,2815,잠실,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,,8,2816,석촌,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,,8,2816,석촌,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,,8,2817,송파,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,,8,2817,송파,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,,8,2818,가락시장,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,,8,2818,가락시장,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,,8,2819,문정,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,,8,2819,문정,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,,8,2820,장지,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,,8,2820,장지,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,,8,2821,복정,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,,8,2821,복정,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,,8,2822,산성,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,,8,2822,산성,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,,8,2823,남한산성입구,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,,8,2823,남한산성입구,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,,8,2824,단대오거리,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,,8,2824,단대오거리,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,,8,2825,신흥,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,,8,2825,신흥,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,,8,2826,수진,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,,8,2826,수진,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,,8,2827,모란,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,,8,2827,모란,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,,8,2828,남위례,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,,8,2828,남위례,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
