연번,평일주말,호선,역번호,역명,구분,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
1.0,평일,1,150,서울역,상행,41.35,34.45,37.35,32.400000000000006,26.95,26.6,25.15,31.35,43.85,25.6,18.950000000000003,17.25,17.4,12.7
11.0,평일,1,150,서울역,하행,19.05,21.549999999999997,26.95,32.7,32.0,50.0,54.55,71.94999999999999,97.5,42.75,37.349999999999994,38.35,33.25,15.850000000000001
2.0,평일,1,151,시청,상행,37.3,32.4,35.05,30.65,27.1,27.75,28.05,35.55,58.1,28.799999999999997,23.1,21.200000000000003,20.799999999999997,15.85
12.0,평일,1,151,시청,하행,20.3,21.35,26.25,32.15,32.05,47.75,48.15,66.05000000000001,89.5,37.95,32.95,33.35,27.95,13.600000000000001
3.0,평일,1,152,종각,상행,31.900000000000002,30.15,31.95,30.25,29.1,30.85,31.8,41.95,73.1,35.45,29.9,28.65,27.049999999999997,20.299999999999997
13.0,평일,1,152,종각,하행,22.15,23.15,27.35,31.950000000000003,30.5,44.150000000000006,43.3,57.1,65.8,29.75,25.9,26.5,22.450000000000003,11.350000000000001
4.0,평일,1,153,종로3가,상행,34.5,29.65,35.099999999999994,31.700000000000003,32.25,35.35,35.4,45.7,77.85,38.150000000000006,31.3,33.05,30.5,22.8
14.0,평일,1,153,종로3가,하행,26.1,24.9,27.75,31.599999999999998,29.299999999999997,40.85,37.900000000000006,44.8,47.150000000000006,22.1,18.549999999999997,18.1,16.05,8.35
5.0,평일,1,154,종로5가,상행,28.4,25.5,31.55,30.3,31.35,34.8,36.35,47.0,82.65,39.1,32.95,36.35,29.950000000000003,22.65
15.0,평일,1,154,종로5가,하행,31.5,28.25,34.45,35.95,32.4,45.2,38.95,45.75,44.15,21.85,17.65,16.85,13.85,8.149999999999999
6.0,평일,1,155,동대문,상행,27.299999999999997,25.8,31.2,31.75,30.1,35.45,37.400000000000006,47.5,82.65,39.400000000000006,32.85,36.400000000000006,30.1,24.450000000000003
16.0,평일,1,155,동대문,하행,32.95,28.05,33.3,34.650000000000006,27.95,38.650000000000006,34.9,38.599999999999994,34.8,17.4,14.3,13.8,11.75,7.35
7.0,평일,1,156,신설동,상행,22.950000000000003,22.25,24.35,29.05,25.5,31.25,35.5,47.3,72.35,39.35,27.5,31.5,26.75,20.75
17.0,평일,1,156,신설동,하행,29.85,26.6,30.799999999999997,29.15,26.35,32.3,34.0,33.4,29.7,14.45,12.55,11.649999999999999,9.2,6.5
8.0,평일,1,157,제기동,상행,18.200000000000003,18.05,19.950000000000003,23.65,23.4,27.0,34.0,46.6,72.3,39.0,26.799999999999997,30.45,25.5,21.0
18.0,평일,1,157,제기동,하행,29.200000000000003,24.450000000000003,29.65,27.6,25.6,30.9,29.4,30.15,26.5,13.100000000000001,11.649999999999999,10.649999999999999,8.65,6.550000000000001
9.0,평일,1,158,청량리,상행,16.200000000000003,14.75,16.7,19.950000000000003,20.05,24.25,30.9,39.25,63.5,35.5,24.75,25.65,22.65,18.65
19.0,평일,1,158,청량리,하행,28.700000000000003,23.05,24.35,25.9,20.15,28.15,25.5,26.25,22.25,11.8,10.5,10.45,8.0,6.3
10.0,평일,1,159,동묘앞,상행,24.15,23.450000000000003,25.0,29.0,26.6,30.450000000000003,37.2,43.5,74.75,35.8,29.5,34.55,26.950000000000003,20.45
20.0,평일,1,159,동묘앞,하행,32.6,28.1,33.35,34.6,29.4,37.1,33.0,37.65,33.15,16.8,13.649999999999999,12.85,10.399999999999999,6.6
21.0,평일,2,201,시청,상행,36.599999999999994,38.45,42.0,42.3,40.2,42.95,48.5,54.2,60.3,30.15,24.55,36.099999999999994,38.25,26.799999999999997
72.0,평일,2,201,시청,하행,26.45,32.25,32.95,37.25,38.8,45.15,51.8,74.05000000000001,107.15,57.25,58.85,48.3,58.45,27.85
22.0,평일,2,202,을지로입구,상행,31.15,36.25,39.25,43.5,42.55,46.5,52.45,65.7,77.35,37.35,31.5,42.95,43.35,32.25
73.0,평일,2,202,을지로입구,하행,27.25,31.4,33.6,35.75,37.25,42.8,47.8,68.15,93.19999999999999,50.6,54.95,43.900000000000006,54.6,26.15
23.0,평일,2,203,을지로3가,상행,30.15,34.6,38.35,41.6,41.8,45.75,52.05,69.05,76.5,38.4,30.0,44.1,43.55,33.45
74.0,평일,2,203,을지로3가,하행,31.7,34.45,35.5,36.5,36.9,41.2,44.599999999999994,59.55,77.85,42.65,42.7,37.6,43.35,21.0
24.0,평일,2,204,을지로4가,상행,29.95,35.05,39.45,43.05,43.65,48.8,56.25,75.4,83.25,42.099999999999994,31.35,45.95,45.85,34.1
75.0,평일,2,204,을지로4가,하행,30.5,33.1,34.15,34.35,34.2,38.2,42.15,52.8,67.2,39.0,41.0,34.8,39.55,18.65
25.0,평일,2,205,동대문역사문화공원,상행,35.55,41.95,46.349999999999994,50.400000000000006,49.5,53.55,61.150000000000006,81.75,83.19999999999999,40.7,30.200000000000003,43.15,42.6,31.450000000000003
76.0,평일,2,205,동대문역사문화공원,하행,32.15,34.8,36.45,35.099999999999994,35.7,39.55,42.2,50.75,66.05,38.5,40.9,34.85,39.95,18.6
26.0,평일,2,206,신당,상행,36.75,42.25,48.099999999999994,50.05,49.900000000000006,54.45,61.6,80.9,78.0,39.55,28.1,39.85,42.15,30.849999999999998
77.0,평일,2,206,신당,하행,34.1,37.7,39.3,39.150000000000006,40.349999999999994,46.599999999999994,48.35,58.349999999999994,81.05,49.15,52.5,43.3,47.349999999999994,21.9
27.0,평일,2,207,상왕십리,상행,36.75,42.55,48.2,49.85,49.5,53.85,60.65,79.1,76.3,38.3,27.0,38.2,40.1,28.85
78.0,평일,2,207,상왕십리,하행,33.7,37.25,39.8,38.400000000000006,41.0,48.1,49.400000000000006,61.3,84.75,51.55,53.95,45.6,46.55,22.55
28.0,평일,2,208,왕십리,상행,33.099999999999994,36.3,40.45,41.65,39.95,40.599999999999994,43.4,53.7,50.599999999999994,25.450000000000003,17.75,24.200000000000003,26.0,19.4
79.0,평일,2,208,왕십리,하행,32.7,36.400000000000006,39.05,38.0,40.8,48.35,49.8,62.55,84.35,53.1,54.15,47.8,46.6,22.9
29.0,평일,2,209,한양대,상행,25.799999999999997,34.05,35.599999999999994,37.8,37.7,41.4,45.2,56.099999999999994,51.65,26.15,17.85,24.9,25.9,19.35
80.0,평일,2,209,한양대,하행,22.2,26.299999999999997,29.15,29.3,32.8,40.45,41.95,53.05,74.5,44.7,49.3,42.55,39.95,18.549999999999997
30.0,평일,2,210,뚝섬,상행,21.95,30.9,33.1,35.5,36.35,40.8,45.35,58.650000000000006,57.099999999999994,28.049999999999997,19.35,26.7,27.25,20.2
81.0,평일,2,210,뚝섬,하행,24.85,25.4,29.4,28.700000000000003,30.9,37.099999999999994,36.85,49.25,69.80000000000001,42.05,45.75,39.8,34.75,17.5
31.0,평일,2,211,성수,상행,20.799999999999997,26.0,28.6,32.349999999999994,33.95,39.7,41.900000000000006,49.6,68.45,38.3,31.0,40.4,34.900000000000006,22.049999999999997
82.0,평일,2,211,성수,하행,26.450000000000003,26.299999999999997,29.55,28.35,29.85,34.95,33.9,43.2,58.7,36.6,40.0,35.05,31.700000000000003,16.3
32.0,평일,2,212,건대입구,상행,23.9,27.5,28.95,31.799999999999997,32.599999999999994,36.95,37.849999999999994,43.2,52.650000000000006,30.549999999999997,25.95,32.8,29.95,18.35
83.0,평일,2,212,건대입구,하행,24.9,30.35,33.3,30.3,30.6,34.849999999999994,40.3,46.5,48.7,29.75,26.95,31.45,28.85,15.3
33.0,평일,2,213,구의,상행,24.35,27.75,28.7,30.9,31.25,35.2,36.599999999999994,41.3,48.349999999999994,26.4,23.45,28.95,26.0,15.75
84.0,평일,2,213,구의,하행,21.0,27.9,30.5,28.4,29.35,35.9,42.25,50.55,59.6,36.0,31.25,37.75,32.4,15.75
34.0,평일,2,214,강변,상행,26.7,28.049999999999997,29.200000000000003,30.25,30.200000000000003,33.6,34.5,39.6,44.900000000000006,25.6,22.15,27.15,23.450000000000003,15.2
85.0,평일,2,214,강변,하행,19.6,26.2,28.700000000000003,27.1,28.5,35.75,40.55,49.95,62.05,38.099999999999994,33.45,41.349999999999994,32.849999999999994,16.9
35.0,평일,2,215,잠실나루,상행,27.3,28.95,29.35,30.25,30.65,34.75,36.2,40.75,43.5,24.45,21.4,25.65,22.3,14.2
86.0,평일,2,215,잠실나루,하행,17.5,24.049999999999997,27.950000000000003,26.9,28.35,36.45,43.0,52.2,64.85,38.95,34.95,42.1,35.8,17.6
36.0,평일,2,216,잠실,상행,34.8,30.799999999999997,32.5,34.2,32.900000000000006,37.05,38.599999999999994,44.099999999999994,42.85,24.4,25.15,30.0,22.45,11.9
87.0,평일,2,216,잠실,하행,17.85,22.75,28.05,26.8,28.65,36.099999999999994,41.75,51.400000000000006,65.05000000000001,38.900000000000006,37.9,44.05,37.150000000000006,18.4
37.0,평일,2,217,잠실새내,상행,36.0,30.25,32.35,33.45,30.6,35.099999999999994,36.8,40.8,38.4,23.3,23.4,28.25,21.35,11.100000000000001
88.0,평일,2,217,잠실새내,하행,20.0,25.700000000000003,31.450000000000003,30.65,33.0,43.25,52.0,67.69999999999999,87.25,54.400000000000006,41.849999999999994,51.55,47.25,26.450000000000003
38.0,평일,2,218,종합운동장,상행,38.05,30.549999999999997,33.5,33.85,30.45,34.8,36.7,40.95,37.650000000000006,22.549999999999997,22.45,27.05,21.65,11.15
89.0,평일,2,218,종합운동장,하행,19.8,24.55,29.35,30.85,33.05,43.25,52.599999999999994,69.94999999999999,90.0,55.849999999999994,41.9,52.2,46.75,27.2
39.0,평일,2,219,삼성,상행,33.150000000000006,29.299999999999997,34.0,35.599999999999994,34.9,43.55,50.45,61.4,60.9,35.650000000000006,33.4,40.3,30.049999999999997,14.600000000000001
90.0,평일,2,219,삼성,하행,19.5,23.8,28.799999999999997,30.599999999999998,33.05,42.900000000000006,54.55,72.1,94.94999999999999,56.6,44.45,54.0,47.05,24.65
40.0,평일,2,220,선릉,상행,38.75,35.349999999999994,41.85,46.45,45.150000000000006,59.1,69.25,85.7,88.15,52.25,44.85,54.8,43.55,20.3
91.0,평일,2,220,선릉,하행,30.65,30.35,34.05,35.4,34.400000000000006,41.85,50.45,62.75,80.55,49.2,36.55,44.95,41.3,23.25
41.0,평일,2,221,역삼,상행,32.05,33.05,40.849999999999994,45.35,48.25,64.4,80.95,108.44999999999999,111.7,65.69999999999999,52.55,66.45,50.75,24.95
92.0,평일,2,221,역삼,하행,43.5,39.6,43.599999999999994,46.1,41.8,49.349999999999994,55.45,68.0,84.6,51.35,40.85,50.85,42.4,26.45
42.0,평일,2,222,강남,상행,29.0,33.45,42.599999999999994,46.25,51.9,71.69999999999999,88.69999999999999,120.95,120.80000000000001,78.85,64.1,84.15,66.7,34.75
93.0,평일,2,222,강남,하행,55.6,44.45,47.099999999999994,50.4,42.55,47.2,51.15,55.45,68.4,42.650000000000006,35.45,43.8,40.1,25.05
43.0,평일,2,223,교대,상행,28.15,31.5,39.849999999999994,45.2,51.05,71.45,89.1,123.35,128.35,84.35,69.94999999999999,90.4,76.85,37.45
94.0,평일,2,223,교대,하행,66.94999999999999,48.45,49.8,53.5,44.7,47.099999999999994,47.349999999999994,51.25,62.400000000000006,37.05,29.200000000000003,33.8,31.25,20.05
44.0,평일,2,224,서초,상행,24.65,30.05,38.95,44.5,51.75,73.9,91.94999999999999,128.3,133.3,86.0,71.69999999999999,90.5,78.15,37.7
95.0,평일,2,224,서초,하행,69.65,48.25,50.5,53.45,43.55,45.1,46.0,47.7,57.05,34.4,26.75,32.8,28.75,19.75
45.0,평일,2,225,방배,상행,23.7,29.55,38.849999999999994,44.95,52.4,75.45,93.75,129.5,137.75,89.0,73.5,87.55000000000001,82.3,40.9
96.0,평일,2,225,방배,하행,72.0,47.75,49.4,51.55,41.65,41.1,43.6,43.3,51.2,31.3,24.5,30.85,27.1,18.6
46.0,평일,2,226,사당,상행,23.35,26.25,35.2,41.900000000000006,47.9,66.75,82.2,109.25,123.30000000000001,85.25,66.9,82.95,84.25,44.05
97.0,평일,2,226,사당,하행,72.80000000000001,48.650000000000006,50.35,51.45,41.2,40.45,42.55,42.5,49.05,30.25,24.4,30.75,26.2,19.2
47.0,평일,2,227,낙성대,상행,22.15,25.85,34.15,40.1,46.75,63.25,78.95,105.05000000000001,111.75,82.6,62.0,75.65,80.45,40.05
98.0,평일,2,227,낙성대,하행,63.400000000000006,43.599999999999994,45.9,46.5,36.5,37.75,40.95,41.25,49.0,30.85,24.0,30.099999999999998,25.9,19.1
48.0,평일,2,228,서울대입구,상행,19.4,23.049999999999997,32.15,37.85,43.0,58.8,72.6,94.85,98.94999999999999,73.0,55.25,66.2,71.65,37.15
99.0,평일,2,228,서울대입구,하행,59.9,41.7,43.55,45.05,35.15,36.45,40.0,39.9,48.900000000000006,31.85,24.299999999999997,31.700000000000003,26.700000000000003,19.3
49.0,평일,2,229,봉천,상행,20.0,23.45,32.35,37.65,42.0,56.25,69.6,90.0,92.75,67.15,51.05,61.650000000000006,67.7,34.099999999999994
100.0,평일,2,229,봉천,하행,52.95,39.150000000000006,39.0,40.45,32.3,33.2,36.5,37.5,48.25,31.95,23.549999999999997,30.35,25.15,19.35
50.0,평일,2,230,신림,상행,20.8,22.5,32.0,36.05,38.5,49.05,61.900000000000006,76.0,74.55,52.45,39.55,47.8,54.65,26.45
101.0,평일,2,230,신림,하행,49.150000000000006,37.5,37.849999999999994,38.75,31.85,32.8,36.7,38.5,51.45,34.900000000000006,25.0,32.25,27.299999999999997,21.25
51.0,평일,2,231,신대방,상행,22.9,23.6,32.95,36.45,38.150000000000006,47.6,58.5,70.9,72.25,48.75,35.7,43.1,49.099999999999994,24.25
102.0,평일,2,231,신대방,하행,39.75,31.45,31.05,33.5,28.55,29.35,35.05,38.650000000000006,59.1,38.75,30.4,36.25,33.4,27.15
52.0,평일,2,232,구로디지털단지,상행,24.1,26.85,36.85,39.2,40.8,49.1,62.2,77.75,85.1,49.5,35.25,41.55,45.9,24.15
103.0,평일,2,232,구로디지털단지,하행,36.7,30.299999999999997,30.4,32.85,29.15,30.65,36.1,43.85,65.4,44.2,33.7,41.1,39.1,30.5
53.0,평일,2,233,대림,상행,26.799999999999997,28.9,39.45,40.75,41.400000000000006,47.9,60.25,74.75,84.6,44.8,31.45,36.05,40.349999999999994,21.15
104.0,평일,2,233,대림,하행,36.95,31.4,31.450000000000003,35.4,31.7,34.2,38.7,47.0,67.55,49.150000000000006,38.55,47.65,46.5,35.9
54.0,평일,2,234,신도림,상행,34.7,32.3,43.900000000000006,44.75,41.1,40.8,48.6,49.6,68.25,34.75,23.35,25.75,30.5,14.95
105.0,평일,2,234,신도림,하행,28.15,29.45,31.450000000000003,35.7,33.15,36.8,41.85,52.349999999999994,72.3,41.95,40.7,40.55,54.75,28.3
55.0,평일,2,235,문래,상행,44.55,41.599999999999994,44.150000000000006,44.8,41.15,41.0,51.25,52.8,70.44999999999999,37.9,27.45,28.5,32.1,28.8
106.0,평일,2,235,문래,하행,22.75,26.35,29.55,32.95,35.25,39.6,54.95,71.9,96.85,54.900000000000006,55.1,57.15,67.85,39.3
56.0,평일,2,236,영등포구청,상행,45.5,41.5,44.65,43.7,41.35,38.25,50.0,52.55,69.9,35.0,25.8,27.1,29.4,25.15
107.0,평일,2,236,영등포구청,하행,23.05,26.45,29.299999999999997,32.85,34.900000000000006,39.2,54.150000000000006,68.94999999999999,94.44999999999999,53.45,56.349999999999994,53.5,65.55,37.0
57.0,평일,2,237,당산,상행,48.55,44.85,47.95,48.2,42.05,39.900000000000006,54.15,54.05,72.65,36.75,25.4,26.799999999999997,28.200000000000003,24.599999999999998
108.0,평일,2,237,당산,하행,21.6,24.2,27.5,31.75,33.45,37.5,52.45,65.95,89.6,53.75,59.2,54.8,71.25,39.95
58.0,평일,2,238,합정,상행,45.1,40.55,44.599999999999994,43.45,38.25,34.650000000000006,44.45,43.1,54.0,28.85,18.95,22.700000000000003,24.2,20.299999999999997
109.0,평일,2,238,합정,하행,20.299999999999997,26.0,28.25,33.55,34.85,41.1,55.4,68.75,94.1,56.45,62.849999999999994,59.05,77.1,39.3
59.0,평일,2,239,홍대입구,상행,44.7,40.7,43.75,42.849999999999994,37.5,35.05,42.55,40.2,45.7,26.2,20.6,29.25,32.95,27.35
110.0,평일,2,239,홍대입구,하행,17.6,23.5,25.6,30.65,32.8,39.5,51.4,64.69999999999999,89.4,51.8,59.449999999999996,52.4,66.65,35.85
60.0,평일,2,240,신촌(지하),상행,41.349999999999994,38.8,42.400000000000006,41.55,37.35,36.65,45.150000000000006,41.25,45.2,25.950000000000003,21.950000000000003,32.2,37.2,29.55
111.0,평일,2,240,신촌(지하),하행,19.35,28.299999999999997,30.0,35.5,38.25,45.5,55.400000000000006,72.1,102.05,55.849999999999994,61.5,49.8,60.8,30.2
61.0,평일,2,241,이대,상행,37.85,38.0,41.900000000000006,41.599999999999994,38.3,38.65,44.75,43.05,46.8,26.25,22.6,34.150000000000006,36.599999999999994,28.45
112.0,평일,2,241,이대,하행,22.049999999999997,30.1,30.650000000000002,35.75,37.7,43.650000000000006,52.45,71.0,103.75,55.4,57.900000000000006,45.3,54.25,28.1
62.0,평일,2,242,아현,상행,38.5,38.8,42.45,42.15,38.6,38.849999999999994,45.150000000000006,43.25,46.349999999999994,25.950000000000003,22.299999999999997,33.7,36.5,27.8
113.0,평일,2,242,아현,하행,24.4,31.650000000000002,31.85,36.75,37.5,44.3,51.6,71.5,106.65,55.9,58.349999999999994,45.75,57.5,27.65
63.0,평일,2,243,충정로,상행,38.0,40.099999999999994,43.55,43.2,39.75,41.05,45.8,47.55,50.35,27.7,22.35,34.0,36.7,27.75
114.0,평일,2,243,충정로,하행,24.549999999999997,31.2,32.2,36.25,38.05,44.5,52.35,74.1,105.15,57.550000000000004,60.45,47.0,57.3,27.1
64.0,평일,2,244,용답,상행,17.7,14.25,14.95,14.7,14.0,14.2,17.65,22.35,17.0,7.45,5.0,4.65,3.25,1.8
115.0,평일,2,244,용답,하행,9.45,9.15,10.0,11.6,12.350000000000001,15.75,21.0,35.55,54.3,24.05,21.25,19.35,15.35,7.65
65.0,평일,2,245,신답,상행,16.35,13.15,14.0,14.25,13.25,13.85,16.05,20.7,17.1,7.2,5.050000000000001,5.15,3.95,2.0
116.0,평일,2,245,신답,하행,9.75,9.2,9.850000000000001,11.45,11.7,13.5,19.15,32.2,44.8,21.75,18.7,16.25,12.8,6.65
66.0,평일,2,246,신설동,상행,12.95,10.95,11.8,12.15,11.05,11.75,13.95,18.35,14.200000000000001,6.9,4.75,4.9,4.55,2.15
67.0,평일,2,247,도림천,상행,10.85,11.45,13.3,16.15,17.799999999999997,24.75,33.900000000000006,55.75,93.2,64.9,36.95,32.7,32.85,20.45
118.0,평일,2,247,도림천,하행,26.799999999999997,20.8,20.549999999999997,19.1,16.3,17.15,19.65,27.45,33.25,17.1,11.2,9.45,8.45,5.35
68.0,평일,2,248,양천구청,상행,10.350000000000001,10.5,11.8,13.6,14.649999999999999,19.75,27.200000000000003,44.2,74.55000000000001,49.8,28.549999999999997,24.65,24.35,18.0
119.0,평일,2,248,양천구청,하행,26.200000000000003,20.35,19.9,18.65,15.7,16.2,18.950000000000003,26.6,32.75,16.85,11.15,9.35,8.45,5.45
69.0,평일,2,249,신정네거리,상행,9.350000000000001,9.45,9.6,10.55,10.55,13.5,18.15,28.35,46.599999999999994,30.3,17.45,14.45,14.2,10.05
120.0,평일,2,249,신정네거리,하행,19.2,15.55,16.15,15.45,13.4,14.55,17.4,26.7,29.5,14.95,10.4,9.0,8.0,4.25
70.0,평일,2,250,용두,상행,14.649999999999999,12.25,13.45,13.85,13.1,13.899999999999999,16.4,20.75,17.5,7.55,5.25,5.4,4.4,2.15
121.0,평일,2,250,용두,하행,7.85,7.800000000000001,8.25,9.45,9.85,11.3,16.75,27.2,39.75,18.55,16.05,14.100000000000001,11.65,5.45
122.0,평일,2,260,까치산,하행,12.45,10.55,11.3,11.7,10.75,13.0,15.700000000000001,26.1,31.5,16.4,10.5,9.55,7.95,4.3
123.0,평일,3,309,지축,상행,13.75,18.0,20.65,23.6,26.799999999999997,35.7,41.0,56.95,107.75,73.94999999999999,41.65,39.5,38.25,31.9
157.0,평일,3,309,지축,하행,45.150000000000006,35.8,33.35,28.45,24.9,24.85,27.45,28.5,29.25,16.85,11.25,9.5,10.05,5.949999999999999
124.0,평일,3,310,구파발,상행,8.65,11.85,17.35,20.75,18.5,32.5,30.85,53.8,57.400000000000006,42.25,26.65,27.75,22.3,18.5
158.0,평일,3,310,구파발,하행,40.6,29.35,31.049999999999997,30.8,21.25,28.4,26.15,22.75,18.450000000000003,10.7,9.45,9.55,9.7,5.6
125.0,평일,3,311,연신내,상행,11.75,15.35,21.25,25.8,23.9,40.0,40.55,61.099999999999994,74.80000000000001,47.65,35.0,31.45,30.25,21.8
159.0,평일,3,311,연신내,하행,45.65,30.45,32.8,32.55,22.25,27.799999999999997,26.200000000000003,19.4,16.45,10.55,8.05,8.95,8.45,5.15
126.0,평일,3,312,불광,상행,13.65,18.15,25.8,29.700000000000003,28.9,49.35,48.8,79.5,95.4,62.15,44.400000000000006,39.75,39.0,27.1
160.0,평일,3,312,불광,하행,50.0,35.8,35.8,37.6,26.3,30.700000000000003,30.200000000000003,23.0,20.2,12.350000000000001,9.35,10.4,9.399999999999999,6.4
127.0,평일,3,313,녹번,상행,13.0,17.8,26.5,28.799999999999997,29.5,50.7,49.099999999999994,80.65,96.0,63.599999999999994,45.5,40.45,40.25,28.25
161.0,평일,3,313,녹번,하행,54.3,39.1,38.5,40.1,27.5,31.150000000000002,31.2,23.45,20.4,12.850000000000001,9.45,9.8,9.0,6.05
128.0,평일,3,314,홍제,상행,12.7,18.3,27.450000000000003,29.299999999999997,31.65,53.8,54.2,93.25,105.85,71.55000000000001,50.55,45.4,45.099999999999994,32.0
162.0,평일,3,314,홍제,하행,59.3,42.5,41.400000000000006,45.45,29.299999999999997,32.35,34.6,25.7,21.4,12.9,9.5,10.3,8.8,6.5
129.0,평일,3,315,무악재,상행,13.55,19.65,28.8,30.950000000000003,33.95,58.95,58.3,100.3,112.85,76.9,54.05,48.35,50.65,32.45
